median_income,housing_median_age,total_rooms,ocean_proximity,median_house_value
2.375,32.0,1205.0,4.0,1.28
3.6161,28.0,636.0,4.0,1.313
1.3333,26.0,239.0,4.0,1.875
3.35,38.0,1446.0,0.0,1.777
3.1613,36.0,2218.0,0.0,1.823
3.3929,39.0,1513.0,0.0,1.846
4.0,38.0,1471.0,0.0,1.655
4.3816,28.0,1895.0,0.0,1.913
3.3009,36.0,1989.0,0.0,1.68
3.2011,20.0,2233.0,0.0,1.691
2.0,10.0,3708.0,0.0,1.654
3.3427,16.0,1867.0,0.0,1.542
2.5,21.0,1068.0,0.0,1.575
3.1392,8.0,1115.0,0.0,1.462
2.9375,31.0,1535.0,0.0,1.74
2.0458,27.0,1672.0,4.0,1.745
2.1447,26.0,2109.0,0.0,1.587
2.8462,39.0,1417.0,0.0,1.72
2.7143,34.0,1349.0,4.0,1.381
2.7308,38.0,1730.0,4.0,1.504
1.9208,39.0,981.0,4.0,1.398
1.9923,21.0,2188.0,4.0,1.647
3.5488,42.0,1162.0,0.0,2.056
2.5588,20.0,59.0,4.0,3.5
2.0956,35.0,1239.0,4.0,1.547
1.4444,32.0,296.0,4.0,1.821
2.25,24.0,574.0,4.0,1.523
2.1311,36.0,2191.0,4.0,1.631
2.4545,36.0,886.0,4.0,1.642
1.9964,26.0,2272.0,4.0,1.506
2.5262,21.0,3354.0,0.0,1.673
3.2115,37.0,1212.0,0.0,1.601
1.5369,39.0,1731.0,4.0,1.413
3.125,46.0,22.0,4.0,1.125
2.9571,18.0,3821.0,0.0,3.462
5.7764,18.0,9659.0,0.0,2.905
2.9063,47.0,307.0,0.0,1.469
2.45,41.0,1305.0,4.0,1.868
1.8393,18.0,393.0,4.0,1.875
1.5394,40.0,1751.0,4.0,2.0
1.2276,21.0,2442.0,4.0,2.083
0.7591,16.0,855.0,4.0,3.5
4.2308,19.0,2356.0,0.0,4.161
5.1269,6.0,6097.0,0.0,2.852
5.6611,42.0,967.0,0.0,2.656
4.625,48.0,1958.0,0.0,2.734
4.4671,47.0,2223.0,4.0,2.708
4.5074,36.0,2464.0,4.0,3.5
4.3472,22.0,5042.0,4.0,3.512
2.5795,27.0,1650.0,4.0,1.924
3.5056,23.0,1957.0,0.0,2.031
2.7031,37.0,1319.0,4.0,2.189
2.1473,29.0,1503.0,4.0,1.953
2.2188,52.0,1438.0,4.0,3.067
2.75,41.0,1382.0,4.0,2.383
2.0329,30.0,2074.0,4.0,2.258
2.5759,43.0,1854.0,4.0,2.25
2.1382,21.0,2492.0,4.0,2.423
3.3616,30.0,2835.0,4.0,2.685
2.9386,23.0,3075.0,4.0,2.605
5.0874,36.0,1725.0,4.0,3.685
5.249,52.0,1665.0,4.0,3.519
3.9167,20.0,2625.0,4.0,2.852
4.194,47.0,2852.0,4.0,2.939
4.2059,52.0,2025.0,4.0,3.5
1.8584,44.0,1853.0,4.0,2.481
2.0469,39.0,2602.0,4.0,2.345
2.1935,52.0,2085.0,4.0,2.432
1.9167,45.0,2137.0,4.0,2.272
3.1932,25.0,2469.0,4.0,2.575
3.4474,28.0,2647.0,4.0,2.534
3.3397,28.0,2510.0,4.0,2.678
3.5694,40.0,2582.0,4.0,2.764
4.1812,52.0,1642.0,4.0,3.215
4.1451,26.0,2711.0,4.0,3.267
4.7216,41.0,2168.0,4.0,3.119
5.4533,33.0,2265.0,4.0,4.098
7.6886,25.0,1099.0,4.0,5.00001
6.4246,25.0,6191.0,4.0,4.467
3.7596,36.0,3135.0,4.0,3.0
5.3074,42.0,1297.0,4.0,4.019
3.1071,40.0,1644.0,4.0,4.643
4.25,40.0,1933.0,4.0,3.328
4.5606,31.0,2809.0,4.0,3.038
3.274,39.0,2651.0,4.0,2.543
3.5109,21.0,1568.0,4.0,2.25
3.7282,8.0,2842.0,4.0,2.875
7.642,31.0,3857.0,0.0,3.964
6.0,34.0,2377.0,0.0,3.671
7.1463,31.0,3019.0,0.0,3.941
7.585,31.0,3812.0,0.0,3.801
4.5486,36.0,2288.0,0.0,3.61
5.3473,41.0,1912.0,0.0,3.527
6.01,43.0,1061.0,0.0,2.542
5.1028,42.0,1541.0,0.0,2.921
4.1667,35.0,2839.0,0.0,2.712
4.9355,34.0,3150.0,0.0,3.369
4.6852,34.0,2421.0,0.0,2.962
6.1873,35.0,1535.0,0.0,3.121
6.6277,35.0,1666.0,0.0,3.444
5.7083,35.0,2485.0,0.0,3.295
4.4821,42.0,890.0,0.0,2.719
4.4083,41.0,1979.0,0.0,2.177
5.5362,30.0,2062.0,0.0,3.012
5.0862,37.0,1954.0,0.0,2.613
4.5759,43.0,1428.0,0.0,2.092
7.5582,38.0,1107.0,0.0,2.637
5.4306,33.0,1805.0,0.0,3.266
3.5707,29.0,2174.0,0.0,3.417
3.5174,36.0,2988.0,0.0,2.68
3.3287,29.0,2584.0,0.0,2.734
2.5463,32.0,1464.0,0.0,2.0
3.4148,38.0,1399.0,0.0,2.348
3.4531,41.0,2476.0,0.0,2.639
4.1523,34.0,1722.0,0.0,2.52
3.8068,34.0,2510.0,0.0,2.67
6.213,50.0,309.0,0.0,2.85
5.3925,51.0,1477.0,0.0,3.179
3.399,48.0,1473.0,0.0,3.063
5.5756,41.0,2067.0,0.0,3.099
3.5777,32.0,3817.0,0.0,2.456
5.529,36.0,2507.0,0.0,2.413
7.2812,34.0,8206.0,0.0,4.622
3.6875,47.0,1853.0,0.0,4.22
6.207,43.0,1708.0,0.0,4.574
8.1657,32.0,14556.0,0.0,5.00001
3.215,36.0,959.0,0.0,3.313
4.9297,31.0,4704.0,0.0,4.0
3.9777,36.0,2443.0,0.0,4.098
12.1579,14.0,2672.0,0.0,5.00001
3.5781,37.0,4524.0,0.0,3.667
8.1325,24.0,8590.0,0.0,4.727
5.9199,25.0,434.0,0.0,4.205
6.6009,49.0,1788.0,0.0,3.757
6.8317,31.0,5550.0,0.0,4.461
5.1718,31.0,3105.0,0.0,4.291
3.1004,26.0,1649.0,0.0,2.571
5.3369,40.0,2124.0,0.0,3.704
3.3333,40.0,2549.0,0.0,3.743
9.5823,52.0,2187.0,0.0,4.062
6.6603,52.0,1904.0,0.0,3.804
4.9135,52.0,2477.0,0.0,3.681
5.1242,52.0,1532.0,0.0,3.729
2.5668,24.0,5131.0,0.0,2.8
3.8576,20.0,5949.0,0.0,3.186
3.1484,17.0,2943.0,0.0,1.875
3.1733,19.0,2919.0,0.0,2.063
3.7321,20.0,3407.0,0.0,3.511
5.5118,48.0,1560.0,0.0,3.547
2.9148,15.0,5036.0,0.0,2.387
3.6587,45.0,1865.0,0.0,3.212
5.5658,52.0,2332.0,0.0,3.312
7.8383,52.0,2287.0,0.0,5.00001
6.2976,52.0,3034.0,0.0,4.984
7.4046,47.0,2243.0,0.0,4.468
5.3185,52.0,2602.0,0.0,3.58
5.049,52.0,1602.0,0.0,3.235
6.884,50.0,2195.0,0.0,3.656
3.6354,22.0,2664.0,0.0,2.563
2.3482,17.0,3852.0,0.0,2.554
4.325,52.0,1732.0,0.0,2.926
3.6974,10.0,4292.0,0.0,2.866
3.7083,31.0,1262.0,0.0,2.419
4.3438,42.0,413.0,0.0,1.898
2.9,12.0,2238.0,0.0,2.083
2.6016,17.0,4041.0,0.0,2.224
5.0056,30.0,48.0,0.0,1.625
3.2083,35.0,1257.0,0.0,2.38
3.2321,40.0,1875.0,0.0,2.436
2.8342,35.0,3213.0,0.0,2.568
3.0114,47.0,1453.0,0.0,2.555
2.6729,22.0,2265.0,0.0,2.171
3.0199,25.0,3018.0,0.0,2.202
3.2171,14.0,1744.0,0.0,2.308
3.1397,52.0,830.0,0.0,2.537
4.3438,48.0,1301.0,0.0,2.527
2.9491,49.0,1393.0,0.0,2.574
3.5417,18.0,1775.0,0.0,1.771
3.0,14.0,2981.0,0.0,1.786
2.8884,6.0,3340.0,0.0,2.523
2.8088,18.0,2481.0,0.0,2.475
6.9408,52.0,850.0,0.0,2.988
3.3906,20.0,2734.0,0.0,2.841
3.1435,45.0,1235.0,0.0,2.826
3.6875,15.0,3712.0,0.0,2.096
3.9054,14.0,3700.0,0.0,2.0
3.052,17.0,5282.0,0.0,2.098
2.5924,19.0,4852.0,0.0,1.929
2.8478,31.0,1238.0,0.0,2.281
2.2621,32.0,1377.0,0.0,1.875
3.0441,20.0,3960.0,0.0,1.938
2.6268,33.0,2865.0,0.0,2.013
3.0206,20.0,3196.0,0.0,2.195
2.1444,27.0,2909.0,0.0,2.29
3.0288,19.0,2294.0,0.0,2.583
2.9167,25.0,2864.0,0.0,2.243
2.462,28.0,1843.0,0.0,2.54
1.9125,36.0,1813.0,0.0,2.38
3.3636,37.0,1644.0,0.0,2.577
5.6921,45.0,2170.0,0.0,2.69
1.7301,7.0,2063.0,0.0,2.023
2.4421,9.0,4877.0,0.0,2.221
1.8929,30.0,1615.0,0.0,1.969
1.8235,37.0,584.0,0.0,2.75
0.8185,13.0,1107.0,0.0,1.875
1.5417,51.0,902.0,0.0,2.688
2.2614,29.0,3431.0,0.0,2.481
3.0074,10.0,1060.0,0.0,1.75
4.1083,6.0,1727.0,0.0,2.107
3.008,7.0,2837.0,0.0,2.29
2.6673,25.0,3208.0,0.0,2.181
2.5,37.0,1383.0,0.0,2.071
1.2188,37.0,196.0,0.0,2.188
2.5388,23.0,1336.0,0.0,2.05
2.1602,13.0,3487.0,0.0,2.219
2.506,25.0,5980.0,0.0,1.845
2.5417,22.0,2340.0,0.0,2.175
4.0272,45.0,1971.0,0.0,2.605
2.125,52.0,322.0,0.0,2.438
2.2244,36.0,2946.0,0.0,2.559
2.4856,21.0,739.0,0.0,1.813
7.1262,27.0,7714.0,0.0,4.462
6.981,31.0,3190.0,0.0,4.029
4.7885,36.0,1834.0,0.0,3.022
3.9041,36.0,3120.0,0.0,3.204
3.5083,14.0,3615.0,0.0,2.809
4.7986,52.0,1704.0,0.0,3.261
4.375,51.0,1502.0,0.0,3.324
3.7015,27.0,4713.0,0.0,2.879
4.9042,52.0,2962.0,0.0,3.435
5.0865,36.0,1692.0,0.0,3.496
6.9909,36.0,2110.0,0.0,3.453
4.9886,36.0,759.0,0.0,3.289
3.9866,36.0,1978.0,0.0,2.944
3.6071,43.0,1325.0,0.0,2.89
4.3631,43.0,2322.0,0.0,2.846
3.0431,41.0,2860.0,0.0,2.629
2.875,41.0,1524.0,0.0,1.924
2.5267,14.0,1878.0,0.0,2.318
4.375,29.0,2209.0,0.0,3.412
4.1731,37.0,1335.0,0.0,3.521
3.0179,37.0,1519.0,0.0,2.725
3.0625,42.0,724.0,0.0,3.617
3.3897,37.0,589.0,0.0,2.227
3.1051,23.0,7179.0,0.0,2.065
3.0973,13.0,7174.0,0.0,2.519
3.0687,37.0,350.0,0.0,2.0
3.3205,5.0,5492.0,0.0,1.721
3.1587,11.0,3112.0,0.0,1.813
2.0875,13.0,3801.0,0.0,2.227
3.0179,49.0,192.0,0.0,1.188
3.4,44.0,1594.0,0.0,2.121
3.5875,39.0,1995.0,0.0,2.5
5.1008,47.0,2589.0,0.0,2.471
4.2396,48.0,2584.0,0.0,2.451
3.7344,46.0,2115.0,0.0,2.22
4.6898,45.0,2570.0,0.0,2.26
3.138,45.0,1505.0,0.0,2.17
3.1406,48.0,814.0,0.0,2.231
3.7411,45.0,1552.0,0.0,2.355
3.8462,49.0,1969.0,0.0,2.313
5.6975,48.0,2122.0,0.0,2.314
2.6827,43.0,1029.0,0.0,2.199
4.1923,47.0,1721.0,0.0,2.312
3.24,45.0,3046.0,0.0,2.269
2.8125,46.0,1393.0,0.0,2.299
4.0313,45.0,903.0,0.0,2.091
5.1814,46.0,1676.0,0.0,2.095
4.282,46.0,2711.0,0.0,2.247
3.3056,46.0,1840.0,0.0,2.304
3.5583,44.0,2572.0,0.0,2.32
2.0385,47.0,858.0,0.0,2.25
4.4408,42.0,1604.0,0.0,2.16
4.0742,46.0,1268.0,0.0,2.291
3.875,45.0,1328.0,0.0,2.269
3.8668,45.0,3566.0,0.0,2.32
4.1161,49.0,3033.0,0.0,2.325
3.2015,42.0,2267.0,0.0,2.5
4.2212,45.0,1390.0,0.0,2.938
5.636,49.0,1305.0,0.0,2.679
2.473,44.0,1934.0,0.0,2.518
3.7941,37.0,2381.0,0.0,2.478
3.2125,46.0,1718.0,0.0,2.47
4.875,52.0,1133.0,0.0,2.495
3.6111,44.0,1717.0,0.0,2.545
3.692,46.0,1396.0,0.0,2.445
3.4286,44.0,2705.0,0.0,2.479
2.3667,39.0,493.0,0.0,0.175
4.2679,44.0,1321.0,0.0,3.318
3.5637,40.0,3068.0,0.0,4.974
4.0893,16.0,1586.0,0.0,4.5
3.6486,25.0,6082.0,0.0,2.469
4.0648,45.0,3448.0,0.0,2.588
3.2112,38.0,2347.0,0.0,3.493
6.2547,49.0,1074.0,0.0,3.667
2.9306,40.0,1868.0,0.0,2.793
3.4016,23.0,1359.0,0.0,2.346
4.3173,46.0,2345.0,0.0,2.783
3.1551,16.0,1353.0,0.0,2.05
3.9464,37.0,2144.0,0.0,3.15
3.1823,12.0,3188.0,0.0,2.183
2.4074,24.0,2910.0,0.0,2.194
4.0223,33.0,2443.0,0.0,1.46
3.6023,37.0,1394.0,0.0,1.618
3.1212,39.0,1769.0,0.0,1.535
3.4821,34.0,1489.0,0.0,1.603
1.7062,28.0,271.0,0.0,1.646
4.6864,35.0,2606.0,0.0,1.938
2.865,38.0,1704.0,0.0,1.555
3.6726,38.0,1237.0,0.0,1.546
3.2095,50.0,1181.0,0.0,1.67
2.3724,27.0,862.0,0.0,1.542
2.0286,32.0,1260.0,0.0,1.229
3.1588,30.0,1632.0,0.0,1.601
2.3375,30.0,762.0,0.0,1.542
1.7708,32.0,527.0,0.0,1.388
2.875,46.0,11.0,0.0,1.625
1.9688,37.0,944.0,0.0,1.441
3.3687,47.0,843.0,0.0,1.517
2.5147,38.0,1156.0,0.0,1.371
2.7155,36.0,2602.0,0.0,1.498
7.9068,17.0,17715.0,1.0,3.491
6.1731,26.0,1279.0,1.0,2.938
5.8819,18.0,7798.0,1.0,2.605
7.4837,8.0,16759.0,1.0,3.587
5.5423,14.0,7876.0,1.0,2.487
4.7969,25.0,5039.0,1.0,2.117
3.5603,17.0,5153.0,1.0,1.746
6.2456,13.0,2996.0,1.0,1.617
4.8125,16.0,2426.0,1.0,2.245
4.4722,18.0,3814.0,1.0,2.156
6.5253,26.0,8254.0,1.0,3.499
8.0683,20.0,2421.0,1.0,4.515
6.1321,27.0,3770.0,1.0,3.097
4.6937,26.0,3773.0,1.0,1.98
8.2827,24.0,5745.0,1.0,4.514
4.0393,14.0,9610.0,1.0,1.568
3.3942,21.0,2056.0,1.0,2.128
3.8365,29.0,2240.0,0.0,1.842
3.3043,35.0,2259.0,0.0,1.555
2.2442,42.0,2225.0,1.0,1.667
3.3654,15.0,4644.0,0.0,2.221
7.5112,23.0,2308.0,1.0,3.555
3.875,32.0,1764.0,1.0,1.867
4.0023,33.0,3713.0,0.0,1.855
6.1049,35.0,2899.0,1.0,2.972
4.9091,35.0,1582.0,1.0,2.75
6.2089,33.0,2344.0,1.0,2.834
5.4224,37.0,2655.0,1.0,2.695
3.1905,36.0,3097.0,1.0,2.353
2.9375,30.0,2495.0,1.0,2.092
4.3145,31.0,1959.0,1.0,2.33
3.0448,30.0,4367.0,1.0,1.921
4.636,33.0,2383.0,1.0,2.455
2.588,40.0,1304.0,1.0,2.095
3.4107,29.0,630.0,1.0,1.708
3.4219,32.0,1741.0,0.0,1.945
3.12,29.0,1677.0,0.0,1.943
5.27,26.0,3118.0,1.0,2.094
4.8304,25.0,3465.0,1.0,2.289
4.9844,29.0,2671.0,1.0,2.03
4.8894,17.0,3499.0,1.0,1.917
4.392,34.0,2026.0,1.0,1.876
4.5708,25.0,9255.0,1.0,2.23
7.7876,13.0,18448.0,1.0,3.489
4.8229,23.0,7063.0,1.0,1.926
3.6201,21.0,3481.0,1.0,1.504
3.8929,19.0,1935.0,1.0,1.446
4.075,18.0,11026.0,1.0,2.311
2.621,28.0,4086.0,1.0,2.022
3.7177,32.0,2643.0,1.0,1.772
3.5192,26.0,1664.0,1.0,1.905
4.2415,16.0,9020.0,1.0,2.757
4.4609,15.0,4260.0,1.0,2.3
3.9825,22.0,4935.0,1.0,1.805
2.8818,50.0,2388.0,1.0,1.672
3.75,28.0,1998.0,1.0,1.809
3.0735,23.0,7079.0,1.0,2.123
5.3637,28.0,3494.0,1.0,2.147
4.3148,25.0,5411.0,1.0,2.407
2.6779,26.0,2723.0,1.0,1.36
3.5072,29.0,2742.0,1.0,1.219
3.2756,21.0,8069.0,1.0,1.568
5.6785,20.0,11250.0,1.0,2.395
6.2089,26.0,6459.0,1.0,2.618
2.2813,41.0,555.0,1.0,1.25
1.875,52.0,567.0,1.0,2.125
3.1477,52.0,2867.0,1.0,2.912
2.4952,32.0,3241.0,1.0,1.818
5.5,46.0,2477.0,1.0,2.897
4.1739,36.0,2637.0,1.0,1.587
4.2639,26.0,2744.0,1.0,1.542
3.2566,36.0,1473.0,1.0,1.518
3.7958,33.0,4979.0,1.0,1.525
2.4375,30.0,2345.0,1.0,1.121
3.5313,36.0,1543.0,1.0,1.178
2.9063,33.0,1350.0,1.0,1.152
3.4871,30.0,3199.0,1.0,1.364
3.6359,33.0,2824.0,1.0,1.351
4.0368,33.0,1067.0,1.0,1.391
4.2143,36.0,3094.0,1.0,1.469
2.9388,37.0,2263.0,1.0,1.392
6.0434,27.0,5929.0,1.0,2.148
2.8661,36.0,2922.0,1.0,1.24
3.0638,29.0,2976.0,1.0,1.136
2.63,52.0,1548.0,1.0,1.273
2.3156,51.0,1538.0,1.0,1.098
2.8594,48.0,1157.0,1.0,1.272
1.9937,33.0,1831.0,1.0,1.036
1.9583,47.0,508.0,1.0,0.926
1.9766,27.0,2178.0,1.0,1.08
3.9784,18.0,3610.0,1.0,1.135
2.2258,25.0,1712.0,1.0,1.148
3.7583,33.0,1694.0,1.0,1.163
3.7933,34.0,975.0,1.0,1.161
2.4464,33.0,1056.0,1.0,1.287
3.9224,39.0,2933.0,1.0,1.313
4.1118,5.0,4536.0,0.0,1.259
3.6298,34.0,1081.0,1.0,1.085
3.1641,21.0,4031.0,0.0,1.173
2.227,30.0,1700.0,1.0,0.919
1.9029,36.0,2910.0,1.0,0.98
1.6645,35.0,1293.0,1.0,0.933
2.3859,36.0,3839.0,1.0,1.162
3.4398,35.0,1613.0,1.0,1.343
3.0294,42.0,2504.0,1.0,1.357
2.8983,48.0,2438.0,1.0,1.292
4.2415,52.0,1868.0,1.0,1.401
5.2269,52.0,1279.0,1.0,1.61
1.6006,52.0,2550.0,1.0,1.462
3.2481,34.0,2742.0,1.0,1.288
3.7321,33.0,4100.0,1.0,1.342
3.8438,28.0,5173.0,1.0,1.308
4.1339,34.0,4038.0,1.0,1.35
1.9643,32.0,2209.0,1.0,1.132
3.1786,34.0,344.0,1.0,1.178
1.4063,51.0,498.0,1.0,0.988
2.3406,33.0,1921.0,1.0,1.226
2.2596,33.0,1025.0,1.0,1.194
2.8929,36.0,975.0,1.0,1.181
2.0734,28.0,2758.0,1.0,1.133
2.625,30.0,1185.0,1.0,0.943
2.1354,29.0,2452.0,1.0,1.107
2.1141,27.0,852.0,1.0,1.109
1.9718,46.0,1480.0,1.0,1.106
3.15,26.0,3827.0,1.0,1.297
3.0375,42.0,1967.0,1.0,1.181
3.7454,33.0,2318.0,1.0,1.164
3.0429,27.0,2215.0,1.0,1.296
3.4609,27.0,3623.0,1.0,1.233
3.125,22.0,2948.0,1.0,1.136
3.4464,36.0,2242.0,1.0,1.13
5.6513,26.0,2712.0,0.0,2.279
6.3875,10.0,17820.0,0.0,3.107
6.2384,25.0,4240.0,0.0,2.476
6.0191,8.0,32054.0,0.0,2.539
5.0111,16.0,9446.0,0.0,2.129
5.0869,23.0,3351.0,0.0,2.306
4.9589,12.0,9197.0,0.0,2.821
6.4266,5.0,18690.0,0.0,3.156
6.8758,26.0,797.0,0.0,2.538
6.2734,14.0,17527.0,0.0,2.67
6.1076,26.0,3638.0,0.0,2.212
7.0329,11.0,21533.0,0.0,3.683
6.6288,7.0,27700.0,0.0,3.397
5.9716,19.0,6300.0,0.0,2.621
6.4333,16.0,3552.0,0.0,2.715
6.9754,4.0,9959.0,0.0,4.025
7.5286,24.0,3128.0,0.0,4.627
8.105,23.0,1160.0,0.0,3.862
11.1077,32.0,761.0,0.0,5.00001
7.5196,31.0,2524.0,0.0,3.809
5.6015,33.0,4518.0,0.0,2.672
3.8167,21.0,4723.0,0.0,2.587
4.51,22.0,5179.0,0.0,1.899
5.5496,29.0,3855.0,0.0,2.182
6.4667,16.0,4556.0,0.0,2.639
6.1498,26.0,3408.0,0.0,2.391
3.775,25.0,2208.0,0.0,1.917
3.6484,31.0,1484.0,0.0,1.896
4.2685,32.0,3357.0,0.0,2.166
5.5629,36.0,1811.0,0.0,1.883
5.2405,36.0,1267.0,0.0,2.2
3.2469,33.0,3630.0,0.0,2.069
3.5109,29.0,3416.0,0.0,1.86
3.5977,23.0,2535.0,0.0,1.806
5.0832,29.0,1185.0,0.0,1.969
3.875,15.0,6409.0,0.0,1.733
3.8465,17.0,7836.0,0.0,1.807
3.1133,27.0,1748.0,1.0,1.806
4.2454,33.0,2059.0,0.0,1.838
5.1708,33.0,1485.0,0.0,1.585
4.0417,34.0,912.0,0.0,1.78
3.8571,34.0,1004.0,0.0,1.745
4.6556,23.0,4066.0,0.0,1.996
4.5234,34.0,1324.0,0.0,1.922
4.1411,30.0,3082.0,0.0,1.827
4.9239,35.0,1470.0,0.0,1.688
4.0938,35.0,1574.0,0.0,1.653
4.5221,36.0,806.0,0.0,1.513
3.2383,18.0,2923.0,0.0,1.57
3.9934,35.0,1447.0,0.0,1.419
4.05,35.0,1566.0,0.0,1.413
3.6875,27.0,2434.0,0.0,1.402
4.2019,37.0,1286.0,0.0,1.401
2.8547,25.0,2559.0,0.0,1.556
4.1836,36.0,2029.0,0.0,1.643
4.1995,34.0,2159.0,0.0,1.474
2.6619,25.0,3076.0,0.0,1.176
2.6292,32.0,1640.0,0.0,1.361
1.5,5.0,1126.0,0.0,1.398
3.1597,37.0,1801.0,0.0,1.33
2.6629,33.0,1788.0,0.0,1.241
4.0529,33.0,1555.0,0.0,1.382
3.3322,35.0,957.0,0.0,1.514
2.2132,34.0,1540.0,0.0,1.385
2.8643,42.0,1762.0,1.0,1.326
3.7846,41.0,2673.0,0.0,1.455
4.1944,33.0,1391.0,0.0,1.495
2.9459,32.0,2552.0,0.0,1.444
3.5385,36.0,294.0,1.0,1.344
2.1667,23.0,4776.0,0.0,1.426
3.525,20.0,3158.0,0.0,1.53
3.2202,24.0,2838.0,0.0,1.262
3.3625,31.0,1239.0,0.0,1.534
3.0417,18.0,123.0,1.0,1.375
3.5625,11.0,2399.0,1.0,1.41
3.4327,31.0,1507.0,1.0,1.472
3.0184,15.0,3543.0,1.0,1.394
2.9107,28.0,441.0,1.0,1.525
2.564,32.0,2491.0,1.0,1.458
2.25,34.0,1696.0,1.0,1.385
2.4911,35.0,1681.0,1.0,1.459
2.8906,35.0,1032.0,1.0,1.348
3.0806,8.0,2027.0,1.0,1.424
3.3261,30.0,2227.0,1.0,1.641
3.7736,32.0,2910.0,0.0,1.584
3.2,20.0,2063.0,0.0,1.571
2.7802,22.0,1438.0,0.0,1.625
3.4784,17.0,3640.0,1.0,1.522
3.7727,22.0,5661.0,1.0,1.597
3.5,31.0,3073.0,1.0,1.613
4.1304,27.0,3569.0,1.0,1.605
3.1034,29.0,1986.0,1.0,1.408
3.2957,35.0,4036.0,1.0,1.416
2.9712,33.0,1558.0,1.0,1.439
4.0,26.0,1399.0,1.0,1.601
3.4427,30.0,2686.0,1.0,1.608
3.1621,6.0,1954.0,1.0,1.31
3.2266,30.0,2775.0,1.0,1.418
3.4032,31.0,2779.0,1.0,1.434
2.8375,21.0,2215.0,0.0,1.665
3.125,34.0,2278.0,0.0,1.541
2.851,18.0,1179.0,0.0,1.406
2.2679,39.0,1076.0,0.0,1.518
3.1912,33.0,4151.0,0.0,1.599
3.9741,28.0,2831.0,0.0,1.731
2.1062,21.0,2707.0,0.0,1.767
4.4653,32.0,2704.0,0.0,1.954
4.064,34.0,1970.0,0.0,2.012
4.87,35.0,2393.0,0.0,1.877
3.2969,37.0,1137.0,0.0,1.89
4.1172,37.0,1987.0,0.0,1.765
3.9861,34.0,2192.0,0.0,1.639
4.2062,35.0,782.0,0.0,1.613
4.0167,35.0,1891.0,0.0,1.655
4.4625,37.0,1185.0,0.0,1.542
3.8705,36.0,1285.0,0.0,1.919
4.1312,35.0,2108.0,0.0,1.852
3.3977,34.0,1409.0,0.0,1.888
4.5078,36.0,1371.0,0.0,1.871
3.9583,35.0,689.0,0.0,2.06
4.3947,36.0,1597.0,0.0,1.97
4.125,36.0,1788.0,0.0,1.858
3.6625,33.0,2325.0,0.0,2.171
3.5795,35.0,1443.0,0.0,1.869
4.2986,36.0,1479.0,0.0,1.896
3.5536,35.0,1860.0,0.0,2.07
5.7039,35.0,1897.0,0.0,1.994
3.2813,28.0,3694.0,0.0,1.811
3.0441,20.0,4327.0,0.0,1.854
5.0123,35.0,1810.0,0.0,1.657
4.375,33.0,1921.0,0.0,1.505
3.7083,31.0,3007.0,0.0,1.66
4.25,35.0,2746.0,0.0,1.667
4.0052,35.0,2994.0,0.0,1.607
2.9437,27.0,3341.0,0.0,1.804
3.8304,35.0,3185.0,0.0,1.759
3.125,34.0,2048.0,0.0,1.686
4.5655,35.0,2739.0,0.0,1.766
4.125,34.0,1562.0,0.0,2.208
5.212,32.0,2068.0,0.0,2.012
2.4167,37.0,1055.0,0.0,1.813
2.3971,35.0,1205.0,0.0,1.889
3.4453,37.0,1813.0,0.0,1.767
4.3409,39.0,1726.0,0.0,1.918
2.7763,30.0,6132.0,0.0,1.878
3.5,35.0,1711.0,0.0,2.156
3.1949,25.0,2115.0,0.0,2.074
3.8837,32.0,2374.0,0.0,2.003
3.2943,32.0,5482.0,0.0,2.044
10.1248,25.0,3652.0,0.0,4.285
5.9254,23.0,6689.0,0.0,4.912
7.5,35.0,1313.0,0.0,2.872
5.4469,33.0,1701.0,0.0,2.747
5.6406,33.0,1330.0,0.0,2.662
3.9808,35.0,1439.0,0.0,1.886
3.055,35.0,1646.0,0.0,1.72
4.5179,35.0,834.0,0.0,2.188
5.3664,34.0,2956.0,0.0,2.683
5.8519,36.0,1009.0,0.0,2.494
5.0897,36.0,1390.0,0.0,1.89
4.5594,33.0,2938.0,0.0,2.042
3.5547,34.0,2819.0,0.0,1.976
4.7708,36.0,1057.0,0.0,1.917
3.2122,29.0,1699.0,0.0,1.955
5.112,29.0,3250.0,0.0,2.183
5.184,35.0,2894.0,0.0,2.249
5.4635,37.0,1505.0,0.0,2.021
3.9375,35.0,1022.0,0.0,1.875
4.1731,36.0,1340.0,0.0,2.051
4.2926,32.0,3055.0,0.0,1.907
9.7066,38.0,175.0,0.0,1.825
3.4596,28.0,3342.0,0.0,2.028
5.8722,34.0,1428.0,0.0,2.048
4.0333,32.0,3418.0,0.0,2.102
3.6648,34.0,1921.0,0.0,1.939
5.3559,36.0,1207.0,0.0,2.073
3.3523,25.0,1814.0,0.0,1.708
3.2083,37.0,1375.0,0.0,1.952
4.6312,32.0,2252.0,0.0,1.848
4.6118,35.0,2819.0,0.0,1.917
4.4102,34.0,2226.0,0.0,1.832
2.067,31.0,2017.0,0.0,1.673
3.6563,33.0,1452.0,0.0,1.627
4.0469,34.0,3580.0,0.0,1.668
4.5417,33.0,1353.0,0.0,1.603
4.0274,36.0,2391.0,0.0,1.607
3.7454,35.0,2342.0,0.0,1.569
3.7917,35.0,1792.0,0.0,1.511
2.8438,33.0,2028.0,0.0,1.576
