cement,water,coarse_aggregate,fine_aggregate,age_days,strength
295.8,185.7,1091.4,769.3,28.0,25.22
228.0,185.7,955.8,674.3,28.0,39.7
220.8,185.7,1055.0,744.3,7.0,13.09
316.1,185.7,977.0,689.3,28.0,38.7
135.7,185.7,1076.2,759.3,7.0,7.51
238.1,185.7,1118.8,789.3,28.0,17.58
339.2,185.7,1069.2,754.3,7.0,21.18
135.7,185.7,1076.2,759.3,28.0,18.2
193.5,185.7,998.2,704.3,7.0,17.2
203.5,185.7,1076.2,759.3,28.0,22.63
290.2,185.7,998.2,704.3,7.0,21.86
181.9,185.7,1012.4,714.3,7.0,12.37
170.3,185.7,1026.6,724.3,28.0,25.73
210.7,185.7,977.0,689.3,28.0,37.81
228.0,185.7,955.8,674.3,7.0,21.92
290.2,185.7,998.2,704.3,28.0,33.04
381.4,185.7,1104.6,784.3,7.0,14.54
238.2,185.7,1040.6,734.3,28.0,26.91
186.2,185.7,1083.4,764.3,7.0,8.0
339.2,185.7,1069.2,754.3,28.0,31.9
238.1,185.7,1118.8,789.3,7.0,10.34
252.5,185.7,1111.6,784.3,28.0,19.77
382.5,185.7,1047.8,739.3,28.0,37.44
252.5,185.7,1111.6,784.3,7.0,11.48
316.1,185.7,977.0,689.3,7.0,24.44
186.2,185.7,1083.4,764.3,28.0,17.6
170.3,185.7,1026.6,724.3,7.0,10.73
272.8,185.7,1012.4,714.3,28.0,31.38
339.0,197.0,968.0,781.0,3.0,13.22
339.0,197.0,968.0,781.0,7.0,20.97
339.0,197.0,968.0,781.0,14.0,27.04
339.0,197.0,968.0,781.0,28.0,32.04
339.0,197.0,968.0,781.0,90.0,35.17
339.0,197.0,968.0,781.0,180.0,36.45
339.0,197.0,968.0,781.0,365.0,38.89
236.0,194.0,968.0,885.0,3.0,6.47
236.0,194.0,968.0,885.0,14.0,12.84
236.0,194.0,968.0,885.0,28.0,18.42
236.0,194.0,968.0,885.0,90.0,21.95
236.0,193.0,968.0,885.0,180.0,24.1
236.0,193.0,968.0,885.0,365.0,25.08
277.0,191.0,968.0,856.0,14.0,21.26
277.0,191.0,968.0,856.0,28.0,25.97
277.0,191.0,968.0,856.0,3.0,11.36
277.0,191.0,968.0,856.0,90.0,31.25
277.0,191.0,968.0,856.0,180.0,32.33
277.0,191.0,968.0,856.0,360.0,33.7
254.0,198.0,968.0,863.0,3.0,9.31
254.0,198.0,968.0,863.0,90.0,26.94
254.0,198.0,968.0,863.0,180.0,27.63
254.0,198.0,968.0,863.0,365.0,29.79
307.0,193.0,968.0,812.0,180.0,34.49
307.0,193.0,968.0,812.0,365.0,36.15
307.0,193.0,968.0,812.0,3.0,12.54
307.0,193.0,968.0,812.0,28.0,27.53
307.0,193.0,968.0,812.0,90.0,32.92
236.0,193.0,968.0,885.0,7.0,9.99
200.0,180.0,1125.0,845.0,7.0,7.84
200.0,180.0,1125.0,845.0,28.0,12.25
225.0,181.0,1113.0,833.0,7.0,11.17
225.0,181.0,1113.0,833.0,28.0,17.34
325.0,184.0,1063.0,783.0,7.0,17.54
325.0,184.0,1063.0,783.0,28.0,30.57
275.0,183.0,1088.0,808.0,7.0,14.2
275.0,183.0,1088.0,808.0,28.0,24.5
300.0,184.0,1075.0,795.0,7.0,15.58
300.0,184.0,1075.0,795.0,28.0,26.85
375.0,186.0,1038.0,758.0,7.0,26.06
375.0,186.0,1038.0,758.0,28.0,38.21
400.0,187.0,1025.0,745.0,28.0,43.7
400.0,187.0,1025.0,745.0,7.0,30.14
250.0,182.0,1100.0,820.0,7.0,12.73
250.0,182.0,1100.0,820.0,28.0,20.87
350.0,186.0,1050.0,770.0,7.0,20.28
350.0,186.0,1050.0,770.0,28.0,34.29
203.5,203.5,963.4,630.0,7.0,19.54
250.2,203.5,977.6,694.1,90.0,47.71
157.0,192.0,935.4,781.2,90.0,43.38
141.3,203.5,971.8,748.5,28.0,29.89
166.8,203.5,975.6,692.6,3.0,6.9
122.6,203.5,958.2,800.1,90.0,33.19
183.9,203.5,959.2,800.0,3.0,4.9
102.0,192.0,887.0,942.0,3.0,4.57
102.0,192.0,887.0,942.0,90.0,25.46
122.6,203.5,958.2,800.1,28.0,24.29
166.8,203.5,975.6,692.6,28.0,33.95
200.0,192.0,965.4,806.2,3.0,11.41
108.3,203.5,938.2,849.0,28.0,20.59
305.3,203.5,965.4,631.0,7.0,25.89
108.3,203.5,938.2,849.0,90.0,29.23
116.0,192.0,909.8,891.9,90.0,31.02
141.3,203.5,971.8,748.5,7.0,10.39
157.0,192.0,935.4,781.2,28.0,33.66
133.0,192.0,927.4,839.2,28.0,27.87
250.2,203.5,977.6,694.1,7.0,19.35
173.0,192.0,946.8,856.8,7.0,11.39
192.0,192.0,929.8,716.1,3.0,12.79
192.0,192.0,929.8,716.1,28.0,39.32
153.0,192.0,888.0,943.1,3.0,4.78
288.0,192.0,932.0,717.8,3.0,16.11
305.3,203.5,965.4,631.0,28.0,43.38
236.0,192.0,972.6,749.1,7.0,20.42
173.0,192.0,946.8,856.8,3.0,6.94
212.0,203.5,973.4,750.0,7.0,15.03
236.0,192.0,972.6,749.1,3.0,13.57
183.9,203.5,959.2,800.0,90.0,32.53
166.8,203.5,975.6,692.6,7.0,15.75
102.0,192.0,887.0,942.0,7.0,7.68
288.0,192.0,932.0,717.8,28.0,38.8
212.0,203.5,973.4,750.0,28.0,33.0
102.0,192.0,887.0,942.0,28.0,17.28
173.0,192.0,946.8,856.8,28.0,24.28
183.9,203.5,959.2,800.0,28.0,24.05
133.0,192.0,927.4,839.2,90.0,36.59
192.0,192.0,929.8,716.1,90.0,50.73
133.0,192.0,927.4,839.2,7.0,13.66
305.3,203.5,965.4,631.0,3.0,14.14
236.0,192.0,972.6,749.1,90.0,47.78
108.3,203.5,938.2,849.0,3.0,2.33
157.0,192.0,935.4,781.2,7.0,16.89
288.0,192.0,932.0,717.8,7.0,23.52
212.0,203.5,973.4,750.0,3.0,6.81
212.0,203.5,973.4,750.0,90.0,39.7
153.0,192.0,888.0,943.1,28.0,17.96
236.0,192.0,972.6,749.1,28.0,32.88
116.0,192.0,909.8,891.9,28.0,22.35
183.9,203.5,959.2,800.0,7.0,10.79
108.3,203.5,938.2,849.0,7.0,7.72
203.5,203.5,963.4,630.0,28.0,41.68
203.5,203.5,963.4,630.0,3.0,9.56
133.0,192.0,927.4,839.2,3.0,6.88
288.0,192.0,932.0,717.8,90.0,50.53
200.0,192.0,965.4,806.2,7.0,17.17
200.0,192.0,965.4,806.2,28.0,30.44
250.2,203.5,977.6,694.1,3.0,9.73
122.6,203.5,958.2,800.1,3.0,3.32
153.0,192.0,888.0,943.1,90.0,26.32
200.0,192.0,965.4,806.2,90.0,43.25
116.0,192.0,909.8,891.9,3.0,6.28
173.0,192.0,946.8,856.8,90.0,32.1
250.2,203.5,977.6,694.1,28.0,36.96
305.3,203.5,965.4,631.0,90.0,54.6
192.0,192.0,929.8,716.1,7.0,21.48
157.0,192.0,935.4,781.2,3.0,9.69
153.0,192.0,888.0,943.1,7.0,8.37
141.3,203.5,971.8,748.5,90.0,39.66
116.0,192.0,909.8,891.9,7.0,10.09
141.3,203.5,971.8,748.5,3.0,4.83
122.6,203.5,958.2,800.1,7.0,10.35
166.8,203.5,975.6,692.6,90.0,43.57
203.5,203.5,963.4,630.0,90.0,51.86
310.0,192.0,1012.0,830.0,3.0,11.85
310.0,192.0,1012.0,830.0,7.0,17.24
310.0,192.0,1012.0,830.0,28.0,27.83
310.0,192.0,1012.0,830.0,90.0,35.76
310.0,192.0,1012.0,830.0,120.0,38.7
331.0,192.0,1025.0,821.0,3.0,14.31
331.0,192.0,1025.0,821.0,7.0,17.44
331.0,192.0,1025.0,821.0,28.0,31.74
331.0,192.0,1025.0,821.0,90.0,37.91
331.0,192.0,1025.0,821.0,120.0,39.38
349.0,192.0,1056.0,809.0,3.0,15.87
349.0,192.0,1056.0,809.0,7.0,9.01
349.0,192.0,1056.0,809.0,28.0,33.61
349.0,192.0,1056.0,809.0,90.0,40.66
349.0,192.0,1056.0,809.0,120.0,40.86
238.0,186.0,1119.0,789.0,7.0,12.05
238.0,186.0,1119.0,789.0,28.0,17.54
296.0,186.0,1090.0,769.0,7.0,18.91
296.0,186.0,1090.0,769.0,28.0,25.18
297.0,186.0,1040.0,734.0,7.0,30.96
480.0,192.0,936.0,721.0,28.0,43.89
480.0,192.0,936.0,721.0,90.0,54.28
397.0,186.0,1040.0,734.0,28.0,36.94
281.0,186.0,1104.0,774.0,7.0,14.5
281.0,185.0,1104.0,774.0,28.0,22.44
500.0,200.0,1125.0,613.0,1.0,12.64
500.0,200.0,1125.0,613.0,3.0,26.06
500.0,200.0,1125.0,613.0,7.0,33.21
500.0,200.0,1125.0,613.0,14.0,36.94
500.0,200.0,1125.0,613.0,28.0,44.09
540.0,173.0,1125.0,613.0,7.0,52.61
540.0,173.0,1125.0,613.0,14.0,59.76
540.0,173.0,1125.0,613.0,28.0,67.31
540.0,173.0,1125.0,613.0,90.0,69.66
540.0,173.0,1125.0,613.0,180.0,71.62
540.0,173.0,1125.0,613.0,270.0,74.17
350.0,203.0,974.0,775.0,7.0,18.13
350.0,203.0,974.0,775.0,14.0,22.53
350.0,203.0,974.0,775.0,28.0,27.34
350.0,203.0,974.0,775.0,56.0,29.98
350.0,203.0,974.0,775.0,90.0,31.35
350.0,203.0,974.0,775.0,180.0,32.72
385.0,186.0,966.0,763.0,1.0,6.27
385.0,186.0,966.0,763.0,3.0,14.7
385.0,186.0,966.0,763.0,7.0,23.22
385.0,186.0,966.0,763.0,14.0,27.92
385.0,186.0,966.0,763.0,28.0,31.35
331.0,192.0,978.0,825.0,180.0,39.0
331.0,192.0,978.0,825.0,360.0,41.24
349.0,192.0,1047.0,806.0,3.0,14.99
331.0,192.0,978.0,825.0,3.0,13.52
382.0,186.0,1047.0,739.0,7.0,24.0
382.0,186.0,1047.0,739.0,28.0,37.42
382.0,186.0,1111.0,784.0,7.0,11.47
281.0,186.0,1104.0,774.0,28.0,22.44
339.0,185.0,1069.0,754.0,7.0,21.16
339.0,185.0,1069.0,754.0,28.0,31.84
295.0,185.0,1069.0,769.0,7.0,14.8
295.0,185.0,1069.0,769.0,28.0,25.18
238.0,185.0,1118.0,789.0,28.0,17.54
296.0,192.0,1085.0,765.0,7.0,14.2
296.0,192.0,1085.0,765.0,28.0,21.65
296.0,192.0,1085.0,765.0,90.0,29.39
331.0,192.0,879.0,825.0,3.0,13.52
331.0,192.0,978.0,825.0,7.0,16.26
331.0,192.0,978.0,825.0,28.0,31.45
331.0,192.0,978.0,825.0,90.0,37.23
349.0,192.0,1047.0,806.0,7.0,18.13
349.0,192.0,1047.0,806.0,28.0,32.72
349.0,192.0,1047.0,806.0,90.0,39.49
349.0,192.0,1047.0,806.0,180.0,41.05
349.0,192.0,1047.0,806.0,360.0,42.13
302.0,203.0,974.0,817.0,14.0,18.13
302.0,203.0,974.0,817.0,180.0,26.74
525.0,189.0,1125.0,613.0,180.0,61.92
500.0,200.0,1125.0,613.0,90.0,47.22
500.0,200.0,1125.0,613.0,180.0,51.04
500.0,200.0,1125.0,613.0,270.0,55.16
540.0,173.0,1125.0,613.0,3.0,41.64
252.0,185.0,1111.0,784.0,7.0,13.71
252.0,185.0,1111.0,784.0,28.0,19.69
339.0,185.0,1060.0,754.0,28.0,31.65
393.0,192.0,940.0,758.0,3.0,19.11
393.0,192.0,940.0,758.0,28.0,39.58
393.0,192.0,940.0,758.0,90.0,48.79
382.0,185.0,1047.0,739.0,7.0,24.0
382.0,185.0,1047.0,739.0,28.0,37.42
252.0,186.0,1111.0,784.0,7.0,11.47
252.0,185.0,1111.0,784.0,28.0,19.69
310.0,192.0,970.0,850.0,7.0,14.99
310.0,192.0,970.0,850.0,28.0,27.92
310.0,192.0,970.0,850.0,90.0,34.68
310.0,192.0,970.0,850.0,180.0,37.33
310.0,192.0,970.0,850.0,360.0,38.11
525.0,189.0,1125.0,613.0,3.0,33.8
525.0,189.0,1125.0,613.0,7.0,42.42
525.0,189.0,1125.0,613.0,14.0,48.4
525.0,189.0,1125.0,613.0,28.0,55.94
525.0,189.0,1125.0,613.0,90.0,58.78
525.0,189.0,1125.0,613.0,270.0,67.11
322.0,203.0,974.0,800.0,14.0,20.77
322.0,203.0,974.0,800.0,28.0,25.18
322.0,203.0,974.0,800.0,180.0,29.59
302.0,203.0,974.0,817.0,28.0,21.75
397.0,185.0,1040.0,734.0,28.0,39.09
480.0,192.0,936.0,721.0,3.0,24.39
522.0,146.0,896.0,896.0,7.0,50.51
522.0,146.0,896.0,896.0,28.0,74.99
273.0,210.0,904.0,680.0,28.0,37.17
162.0,179.0,838.0,741.0,28.0,33.76
154.0,220.0,923.0,658.0,28.0,16.5
147.0,202.0,860.0,829.0,28.0,19.99
152.0,168.0,944.0,695.0,28.0,36.35
310.0,168.0,914.0,651.0,28.0,33.69
144.0,158.0,943.0,844.0,28.0,15.42
304.0,214.0,895.0,722.0,28.0,33.42
374.0,190.0,1013.0,730.0,28.0,39.05
159.0,175.0,953.0,720.0,28.0,27.68
153.0,200.0,1002.0,684.0,28.0,26.86
310.0,168.0,914.0,804.0,28.0,45.3
305.0,196.0,959.0,705.0,28.0,30.12
151.0,167.0,991.0,772.0,28.0,15.57
142.0,174.0,883.0,785.0,28.0,44.61
298.0,201.0,878.0,655.0,28.0,53.52
321.0,190.0,870.0,774.0,28.0,57.21
366.0,191.0,824.0,757.0,28.0,65.91
280.0,172.0,825.0,805.0,28.0,52.82
252.0,194.0,835.0,821.0,28.0,33.4
165.0,182.0,1023.0,729.0,28.0,18.03
156.0,180.0,1022.0,698.0,28.0,37.36
160.0,203.0,829.0,710.0,28.0,32.84
298.0,186.0,879.0,815.0,28.0,42.64
318.0,210.0,861.0,737.0,28.0,40.06
287.0,188.0,904.0,696.0,28.0,41.94
326.0,174.0,882.0,790.0,28.0,61.23
356.0,193.0,801.0,778.0,28.0,40.87
132.0,179.0,867.0,736.0,28.0,33.3
322.0,186.0,951.0,709.0,28.0,52.42
164.0,181.0,849.0,846.0,28.0,15.09
314.0,170.0,925.0,783.0,28.0,38.46
321.0,182.0,870.0,780.0,28.0,37.26
140.0,237.0,869.0,656.0,28.0,35.23
288.0,177.0,908.0,829.0,28.0,42.13
298.0,210.0,880.0,744.0,28.0,31.87
265.0,195.0,833.0,790.0,28.0,41.54
160.0,168.0,1049.0,688.0,28.0,39.45
166.0,183.0,859.0,827.0,28.0,37.91
276.0,180.0,870.0,768.0,28.0,44.28
322.0,196.0,818.0,813.0,28.0,31.18
149.0,193.0,892.0,780.0,28.0,23.69
159.0,176.0,990.0,789.0,28.0,32.76
261.0,201.0,864.0,761.0,28.0,32.4
237.0,247.0,853.0,695.0,28.0,28.63
313.0,178.0,1002.0,689.0,28.0,36.8
155.0,193.0,1047.0,697.0,28.0,18.28
146.0,202.0,827.0,872.0,28.0,33.06
296.0,221.0,819.0,778.0,28.0,31.42
133.0,196.0,949.0,795.0,28.0,31.03
313.0,178.0,867.0,824.0,28.0,44.39
152.0,184.0,992.0,816.0,28.0,12.18
153.0,178.0,1002.0,689.0,28.0,25.56
140.0,200.0,916.0,753.0,28.0,36.44
149.0,176.0,847.0,893.0,28.0,32.96
300.0,212.0,878.0,728.0,28.0,23.84
153.0,178.0,867.0,824.0,28.0,26.23
148.0,158.0,1002.0,830.0,28.0,17.95
326.0,199.0,801.0,792.0,28.0,40.68
153.0,178.0,1000.0,822.0,28.0,19.01
262.0,195.0,895.0,733.0,28.0,33.72
158.0,220.0,898.0,713.0,28.0,8.54
151.0,167.0,1074.0,678.0,28.0,13.46
273.0,199.0,931.0,762.0,28.0,32.24
149.0,183.0,953.0,780.0,28.0,23.52
143.0,191.0,967.0,643.0,28.0,29.72
260.0,171.0,936.0,763.0,28.0,49.77
313.0,178.0,917.0,759.0,28.0,52.44
284.0,168.0,970.0,794.0,28.0,40.93
336.0,182.0,986.0,817.0,28.0,44.86
145.0,181.0,979.0,812.0,28.0,13.2
150.0,174.0,1069.0,675.0,28.0,37.43
144.0,192.0,814.0,805.0,28.0,29.87
331.0,195.0,811.0,802.0,28.0,56.61
155.0,193.0,1047.0,697.0,28.0,12.46
155.0,193.0,877.0,868.0,28.0,23.79
135.0,180.0,961.0,805.0,28.0,13.29
266.0,178.0,910.0,745.0,28.0,39.42
314.0,179.0,869.0,690.0,28.0,46.23
313.0,127.0,1000.0,822.0,28.0,44.52
146.0,182.0,986.0,817.0,28.0,23.74
144.0,178.0,941.0,774.0,28.0,26.14
148.0,181.0,839.0,884.0,28.0,15.52
277.0,191.0,946.0,666.0,28.0,43.57
298.0,164.0,953.0,784.0,28.0,35.86
313.0,178.0,1002.0,689.0,28.0,41.05
155.0,194.0,880.0,699.0,28.0,28.99
289.0,195.0,924.0,760.0,28.0,46.24
148.0,171.0,1000.0,828.0,28.0,26.92
145.0,202.0,824.0,869.0,28.0,10.54
313.0,178.0,1000.0,822.0,28.0,25.1
136.0,172.0,923.0,764.0,28.0,29.07
155.0,193.0,877.0,868.0,28.0,9.74
255.0,189.0,919.0,749.0,28.0,33.8
162.0,216.0,822.0,638.0,28.0,39.84
136.0,199.0,847.0,783.0,28.0,26.97
164.0,197.0,961.0,641.0,28.0,27.23
162.0,202.0,820.0,680.0,28.0,30.65
157.0,200.0,819.0,704.0,28.0,33.05
149.0,192.0,935.0,623.0,28.0,24.58
135.0,196.0,965.0,643.0,28.0,21.91
159.0,201.0,848.0,669.0,28.0,30.88
144.0,176.0,1021.0,709.0,28.0,15.34
154.0,228.0,845.0,612.0,28.0,24.34
167.0,185.0,898.0,636.0,28.0,23.89
184.0,213.0,923.0,623.0,28.0,22.93
156.0,221.0,854.0,614.0,28.0,29.41
236.9,246.9,852.9,695.4,28.0,28.63
313.3,178.5,1001.9,688.7,28.0,36.8
154.8,193.3,1047.4,696.7,28.0,18.29
145.9,202.5,827.0,871.8,28.0,32.72
296.0,221.4,819.2,778.4,28.0,31.42
133.1,195.7,949.4,795.3,28.0,28.94
313.3,178.5,867.2,824.0,28.0,40.93
151.6,184.4,992.0,815.9,28.0,12.18
153.1,178.5,1001.9,688.7,28.0,25.56
139.9,200.3,916.0,753.4,28.0,36.44
149.5,175.8,846.8,892.7,28.0,32.96
299.8,211.5,878.2,727.6,28.0,23.84
153.1,178.5,867.2,824.0,28.0,26.23
148.1,158.1,1001.8,830.1,28.0,17.96
326.5,199.0,801.1,792.5,28.0,38.63
152.7,178.1,999.7,822.2,28.0,19.01
261.9,195.4,895.2,732.6,28.0,33.72
158.4,219.7,897.7,712.9,28.0,8.54
150.7,166.7,1074.5,678.0,28.0,13.46
272.6,198.7,931.3,762.2,28.0,32.25
149.0,182.9,953.4,780.3,28.0,23.52
143.0,190.7,967.4,643.5,28.0,29.73
259.9,170.6,935.7,762.9,28.0,49.77
312.9,177.6,916.6,759.5,28.0,52.45
284.0,168.3,970.4,794.2,28.0,40.93
336.5,181.9,985.8,816.8,28.0,44.87
144.8,180.8,979.5,811.5,28.0,13.2
150.0,173.8,1069.3,674.8,28.0,37.43
143.7,191.6,814.1,805.3,28.0,29.87
330.5,194.9,811.0,802.3,28.0,56.62
154.8,193.3,1047.4,696.7,28.0,12.46
154.8,193.3,877.2,867.7,28.0,23.79
134.7,180.2,961.0,804.9,28.0,13.29
266.2,177.9,909.7,744.5,28.0,39.42
314.0,178.9,869.1,690.2,28.0,46.23
312.7,127.3,999.7,822.2,28.0,44.52
145.7,181.9,985.8,816.8,28.0,23.74
143.8,178.1,941.5,774.3,28.0,26.15
148.1,181.4,838.9,884.3,28.0,15.53
277.0,190.6,946.5,665.6,28.0,43.58
298.1,163.6,953.2,784.0,28.0,35.87
313.3,178.5,1001.9,688.7,28.0,41.05
155.2,193.8,879.6,698.5,28.0,28.99
289.0,194.9,924.1,760.1,28.0,46.25
147.8,171.2,1000.0,828.5,28.0,26.92
145.4,201.7,824.0,868.7,28.0,10.54
312.7,178.1,999.7,822.2,28.0,25.1
136.4,171.6,922.6,764.4,28.0,29.07
154.8,193.3,877.2,867.7,28.0,9.74
255.3,188.6,919.0,749.3,28.0,33.8
272.8,209.7,904.0,679.7,28.0,37.17
162.0,178.8,838.1,741.4,28.0,33.76
153.6,220.1,923.2,657.9,28.0,16.5
146.5,201.9,860.0,829.5,28.0,19.99
151.8,167.5,944.0,694.6,28.0,36.35
309.9,167.8,913.9,651.2,28.0,38.22
143.6,158.4,942.7,844.5,28.0,15.42
303.6,213.5,895.5,722.5,28.0,33.42
374.3,190.2,1013.2,730.4,28.0,39.06
158.6,175.1,953.3,719.7,28.0,27.68
152.6,200.0,1001.8,683.9,28.0,26.86
310.0,167.9,914.3,804.0,28.0,45.3
304.8,196.0,959.4,705.2,28.0,30.12
150.9,166.6,991.2,772.2,28.0,15.57
141.9,173.5,882.6,785.3,28.0,44.61
297.8,201.3,878.4,655.3,28.0,53.52
321.3,190.5,870.0,774.0,28.0,57.22
366.0,191.3,824.3,756.9,28.0,65.91
279.8,172.4,825.1,804.9,28.0,52.83
252.1,193.8,835.5,821.4,28.0,33.4
164.6,181.6,1023.3,728.9,28.0,18.03
155.6,180.3,1022.0,697.7,28.0,37.36
160.2,203.2,828.7,709.7,28.0,35.31
298.1,186.4,879.0,815.2,28.0,42.64
317.9,209.7,860.5,736.6,28.0,40.06
287.3,187.6,904.4,695.9,28.0,43.8
325.6,174.0,881.6,790.0,28.0,61.24
355.9,193.3,801.4,778.4,28.0,40.87
132.0,178.9,866.9,735.6,28.0,33.31
322.5,185.8,951.0,709.5,28.0,52.43
164.2,181.2,849.3,846.0,28.0,15.09
313.8,169.9,925.3,782.9,28.0,38.46
321.4,182.5,870.1,779.7,28.0,37.27
139.7,236.7,868.6,655.6,28.0,35.23
288.4,177.4,907.9,829.5,28.0,42.14
298.2,209.7,879.6,744.2,28.0,31.88
264.5,195.5,832.6,790.4,28.0,41.54
159.8,168.4,1049.3,688.2,28.0,39.46
166.0,183.2,858.8,826.8,28.0,37.92
276.4,179.6,870.1,768.3,28.0,44.28
322.2,196.0,817.9,813.4,28.0,31.18
148.5,192.7,892.4,780.0,28.0,23.7
159.1,175.6,989.6,788.9,28.0,32.77
260.9,200.6,864.5,761.5,28.0,32.4
